mmsi,timestamp,latitude,longitude,speed,course,vessel_type,heading,nav_status,name,flag
419000048,2024-01-15T07:15:50,8.96525,79.95935,6.2,136.6,fishing,137.7,underway,SAGARA,IN
419000041,2024-01-15T07:15:55,22.21255,88.0694,9.7,148.2,tanker,144.2,underway,GULF WAVE,MY
4190000412,2024-01-15T07:15:55,17.00901,80.17791,15.5,93.2,passenger,90.9,underway,FERRY QUEEN,IN
419000049,2024-01-15T07:16:03,21.8933,84.94378,12.3,201.4,cargo,198.7,underway,CORAL TRADER,MY
419000038,2024-01-15T07:17:05,9.92776,80.02464,5.6,113.2,fishing,111.4,underway,ANANDA,IN
4190000410,2024-01-15T07:17:32,5.01899,81.8247,10.0,333.9,tanker,332.8,underway,PETROMAR,LK
419000042,2024-01-15T07:19:56,15.06853,79.93831,10.5,120.6,tanker,120.3,underway,OCEAN CARRIER I,IN
419000036,2024-01-15T07:30:00,11.9488,79.79204,9.7,113.6,tanker,115.6,underway,DELTA TIDE,IN
4190000411,2024-01-15T07:30:35,11.92346,100.11651,6.4,235.0,fishing,234.4,underway,NILUFAR,BD
419000048,2024-01-15T07:31:00,8.84281,79.92817,6.0,133.7,fishing,137.0,underway,SAGARA,IN
4190000412,2024-01-15T07:31:06,17.03107,80.17754,15.2,90.6,passenger,97.6,underway,FERRY QUEEN,IN
419000049,2024-01-15T07:31:15,21.94662,84.83468,12.0,200.8,cargo,198.4,underway,CORAL TRADER,MY
419000041,2024-01-15T07:31:50,22.19699,87.90628,9.9,144.9,tanker,147.0,underway,GULF WAVE,MY
419000038,2024-01-15T07:32:30,9.87237,79.95482,6.3,114.0,fishing,111.5,underway,ANANDA,IN
4190000410,2024-01-15T07:33:03,5.03443,81.90717,9.4,332.1,tanker,328.5,underway,PETROMAR,LK
419000042,2024-01-15T07:36:35,15.13779,79.87749,9.9,121.5,tanker,124.1,underway,OCEAN CARRIER I,IN
4190000411,2024-01-15T07:45:40,11.90045,99.96165,5.9,229.2,fishing,228.6,underway,NILUFAR,BD
419000036,2024-01-15T07:45:51,11.96834,79.90521,9.8,111.7,tanker,112.0,underway,DELTA TIDE,IN
419000048,2024-01-15T07:46:10,9.06117,79.96292,5.9,132.2,fishing,129.0,underway,SAGARA,IN
4190000412,2024-01-15T07:46:17,17.06724,80.3057,15.8,93.4,passenger,89.8,underway,FERRY QUEEN,IN
419000049,2024-01-15T07:46:28,21.77051,84.93212,11.5,202.4,cargo,205.5,underway,CORAL TRADER,MY
419000041,2024-01-15T07:47:46,22.10463,87.94746,9.5,145.2,tanker,148.7,underway,GULF WAVE,MY
419000038,2024-01-15T07:47:55,9.8743,79.9792,5.8,114.5,fishing,117.0,underway,ANANDA,IN
4190000410,2024-01-15T07:48:34,4.99577,81.84865,9.8,335.0,tanker,333.8,underway,PETROMAR,LK
419000042,2024-01-15T07:53:14,15.06792,80.02848,10.1,122.1,tanker,118.7,underway,OCEAN CARRIER I,IN
419000040,2024-01-15T08:00:00,13.99932,79.74978,12.8,114.5,cargo,117.9,underway,EASTERN STAR,SG
4190000411,2024-01-15T08:00:46,11.7752,99.96745,5.8,232.2,fishing,233.2,underway,NILUFAR,BD
419000048,2024-01-15T08:01:20,8.81731,79.97335,6.7,133.3,fishing,135.3,underway,SAGARA,IN
4190000412,2024-01-15T08:01:28,16.97997,80.36062,16.3,92.5,passenger,92.1,underway,FERRY QUEEN,IN
419000049,2024-01-15T08:01:41,21.82786,84.87314,11.7,202.4,cargo,205.9,underway,CORAL TRADER,MY
419000036,2024-01-15T08:01:43,11.94148,79.94233,9.9,114.0,tanker,116.8,underway,DELTA TIDE,IN
419000038,2024-01-15T08:03:20,9.93448,79.97476,4.8,112.3,fishing,110.3,underway,ANANDA,IN
419000041,2024-01-15T08:03:41,22.15051,88.14618,10.6,144.9,tanker,146.1,underway,GULF WAVE,MY
4190000410,2024-01-15T08:04:04,5.0972,81.84722,10.6,332.1,tanker,330.5,underway,PETROMAR,LK
419000042,2024-01-15T08:09:53,15.09292,79.95619,9.0,119.3,tanker,116.6,underway,OCEAN CARRIER I,IN
419000040,2024-01-15T08:15:51,13.95946,79.90362,12.3,111.0,cargo,109.0,underway,EASTERN STAR,SG
4190000411,2024-01-15T08:15:52,11.85352,100.0211,5.9,229.9,fishing,233.6,underway,NILUFAR,BD
419000048,2024-01-15T08:16:30,8.77058,79.95278,5.9,136.0,fishing,136.4,underway,SAGARA,IN
4190000412,2024-01-15T08:16:39,16.93957,80.54096,16.1,91.3,passenger,91.1,underway,FERRY QUEEN,IN
419000049,2024-01-15T08:16:53,21.9713,84.71722,12.2,202.9,cargo,199.7,underway,CORAL TRADER,MY
419000036,2024-01-15T08:17:34,11.85056,79.92089,10.0,109.2,tanker,109.4,underway,DELTA TIDE,IN
419000038,2024-01-15T08:18:46,9.89175,80.01846,5.2,111.9,fishing,113.5,underway,ANANDA,IN
4190000410,2024-01-15T08:19:35,5.25457,81.7884,10.3,333.1,tanker,331.6,underway,PETROMAR,LK
419000041,2024-01-15T08:19:37,22.02341,88.06679,9.9,145.6,tanker,147.0,underway,GULF WAVE,MY
419000042,2024-01-15T08:26:31,15.08785,80.12809,9.5,122.2,tanker,119.2,underway,OCEAN CARRIER I,IN
419000037,2024-01-15T08:30:00,22.18278,86.06214,12.0,157.3,cargo,158.2,underway,BAY EXPRESS,BD
4190000411,2024-01-15T08:30:58,11.84907,100.0396,6.5,233.6,fishing,230.7,underway,NILUFAR,BD
419000048,2024-01-15T08:31:40,8.85985,79.99269,5.7,131.7,fishing,130.9,underway,SAGARA,IN
419000040,2024-01-15T08:31:43,14.13325,79.87533,12.2,112.6,cargo,115.1,underway,EASTERN STAR,SG
4190000412,2024-01-15T08:31:50,17.04108,80.47432,16.0,92.4,passenger,92.6,underway,FERRY QUEEN,IN
419000049,2024-01-15T08:32:06,21.74471,84.81268,12.5,202.2,cargo,200.9,underway,CORAL TRADER,MY
419000036,2024-01-15T08:33:26,11.91948,79.87899,10.5,113.2,tanker,106.4,underway,DELTA TIDE,IN
419000038,2024-01-15T08:34:11,9.89835,80.06098,5.3,114.5,fishing,114.6,underway,ANANDA,IN
4190000410,2024-01-15T08:35:05,5.12198,81.86564,9.7,332.2,tanker,330.9,underway,PETROMAR,LK
419000041,2024-01-15T08:35:32,22.00867,88.12499,9.8,142.6,tanker,144.1,underway,GULF WAVE,MY
419000042,2024-01-15T08:43:10,15.00659,80.11178,10.0,122.2,tanker,124.1,underway,OCEAN CARRIER I,IN
419000037,2024-01-15T08:45:35,22.20351,86.01426,12.2,159.7,cargo,157.1,underway,BAY EXPRESS,BD
4190000411,2024-01-15T08:46:04,11.82237,99.93406,6.2,234.6,fishing,233.6,underway,NILUFAR,BD
419000048,2024-01-15T08:46:50,8.81633,80.00283,6.2,135.8,fishing,137.2,underway,SAGARA,IN
4190000412,2024-01-15T08:47:01,16.86065,80.59768,16.0,92.6,passenger,91.7,underway,FERRY QUEEN,IN
419000049,2024-01-15T08:47:19,21.57557,84.83356,11.9,199.4,cargo,198.0,underway,CORAL TRADER,MY
419000040,2024-01-15T08:47:35,13.87782,79.88968,12.5,113.5,cargo,106.0,underway,EASTERN STAR,SG
419000036,2024-01-15T08:49:18,11.88524,79.98744,10.0,111.4,tanker,108.2,underway,DELTA TIDE,IN
419000038,2024-01-15T08:49:36,9.87605,79.99847,5.2,110.7,fishing,113.3,underway,ANANDA,IN
4190000410,2024-01-15T08:50:36,5.19585,81.76702,10.3,331.9,tanker,327.8,underway,PETROMAR,LK
419000041,2024-01-15T08:51:28,21.9359,88.18247,10.2,145.4,tanker,142.5,underway,GULF WAVE,MY
419000042,2024-01-15T08:59:49,15.00923,80.20959,10.2,119.3,tanker,117.1,underway,OCEAN CARRIER I,IN
419000039,2024-01-15T09:00:00,4.75901,87.00406,10.3,55.3,tanker,56.3,underway,INDIAN STAR,IN
4190000411,2024-01-15T09:01:10,11.80407,99.99316,6.4,234.5,fishing,234.4,underway,NILUFAR,BD
419000037,2024-01-15T09:01:11,22.09171,86.10604,12.2,157.9,cargo,160.2,underway,BAY EXPRESS,BD
419000048,2024-01-15T09:02:00,8.82756,80.17696,5.5,129.7,fishing,130.2,underway,SAGARA,IN
4190000412,2024-01-15T09:02:12,16.96288,80.63314,16.3,91.6,passenger,90.8,underway,FERRY QUEEN,IN
419000049,2024-01-15T09:02:31,21.69156,84.77869,11.9,199.9,cargo,200.5,underway,CORAL TRADER,MY
419000040,2024-01-15T09:03:27,13.91807,79.98908,12.3,113.7,cargo,114.7,underway,EASTERN STAR,SG
419000038,2024-01-15T09:05:01,9.94684,80.01402,6.4,114.8,fishing,116.4,underway,ANANDA,IN
419000036,2024-01-15T09:05:09,11.91149,79.99031,10.4,113.9,tanker,114.6,underway,DELTA TIDE,IN
4190000410,2024-01-15T09:06:07,5.1757,81.78663,10.5,332.4,tanker,329.6,underway,PETROMAR,LK
419000041,2024-01-15T09:07:23,21.86914,88.18991,10.1,145.2,tanker,143.8,underway,GULF WAVE,MY
419000039,2024-01-15T09:15:39,4.8708,87.08383,10.0,52.5,tanker,53.7,underway,INDIAN STAR,IN
4190000411,2024-01-15T09:16:16,11.78981,99.96909,6.1,233.1,fishing,231.4,underway,NILUFAR,BD
419000042,2024-01-15T09:16:28,14.93651,80.24172,9.9,125.2,tanker,122.7,underway,OCEAN CARRIER I,IN
419000037,2024-01-15T09:16:47,22.0165,86.04962,11.4,153.5,cargo,152.7,underway,BAY EXPRESS,BD
419000048,2024-01-15T09:17:10,8.75541,80.09672,5.1,133.0,fishing,125.2,underway,SAGARA,IN
4190000412,2024-01-15T09:17:23,16.95702,80.76593,15.7,92.9,passenger,83.8,underway,FERRY QUEEN,IN
419000049,2024-01-15T09:17:44,21.52968,84.71017,11.1,202.2,cargo,200.5,underway,CORAL TRADER,MY
419000040,2024-01-15T09:19:19,13.90108,80.06743,11.5,111.4,cargo,108.9,underway,EASTERN STAR,SG
419000038,2024-01-15T09:20:26,9.7483,80.05081,5.5,114.3,fishing,117.7,underway,ANANDA,IN
419000036,2024-01-15T09:21:01,11.84517,80.09633,10.0,113.2,tanker,108.4,underway,DELTA TIDE,IN
4190000410,2024-01-15T09:21:37,5.28838,81.76741,10.6,336.7,tanker,343.6,underway,PETROMAR,LK
419000041,2024-01-15T09:23:18,21.78865,88.21239,9.3,145.0,tanker,146.7,underway,GULF WAVE,MY
419000043,2024-01-15T09:30:00,22.31611,96.06583,11.7,164.9,cargo,162.7,underway,SEAWIND,PH
419000039,2024-01-15T09:31:19,4.8977,87.07145,9.6,55.8,tanker,58.8,underway,INDIAN STAR,IN
4190000411,2024-01-15T09:31:21,11.7758,100.01894,5.9,228.4,fishing,227.6,underway,NILUFAR,BD
419000048,2024-01-15T09:32:20,8.84398,80.00047,6.2,132.8,fishing,132.5,underway,SAGARA,IN
419000037,2024-01-15T09:32:22,22.11862,86.14069,11.6,155.9,cargo,159.8,underway,BAY EXPRESS,BD
4190000412,2024-01-15T09:32:34,16.91671,80.84686,15.6,91.3,passenger,96.8,underway,FERRY QUEEN,IN
419000049,2024-01-15T09:32:56,21.52538,84.63228,11.9,203.2,cargo,207.3,underway,CORAL TRADER,MY
419000042,2024-01-15T09:33:07,14.87524,80.29905,10.6,121.5,tanker,124.0,underway,OCEAN CARRIER I,IN
419000040,2024-01-15T09:35:11,13.79453,80.1473,12.4,114.3,cargo,112.5,underway,EASTERN STAR,SG
419000038,2024-01-15T09:35:51,9.83579,80.23647,5.9,113.0,fishing,114.2,underway,ANANDA,IN
419000036,2024-01-15T09:36:53,11.86164,79.99442,10.0,117.9,tanker,115.0,underway,DELTA TIDE,IN
4190000410,2024-01-15T09:37:08,5.3592,81.82527,10.5,333.2,tanker,330.1,underway,PETROMAR,LK
419000041,2024-01-15T09:39:14,21.84186,88.25379,9.9,148.2,tanker,144.6,underway,GULF WAVE,MY
419000043,2024-01-15T09:45:20,22.17871,96.05855,11.7,167.5,cargo,169.4,underway,SEAWIND,PH
4190000411,2024-01-15T09:46:27,11.85676,99.91471,5.7,236.2,fishing,237.4,underway,NILUFAR,BD
419000039,2024-01-15T09:46:59,4.85906,87.13677,10.2,59.4,tanker,58.8,underway,INDIAN STAR,IN
419000048,2024-01-15T09:47:30,8.74014,80.09509,5.7,133.9,fishing,135.0,underway,SAGARA,IN
4190000412,2024-01-15T09:47:45,16.90505,80.76433,15.9,90.9,passenger,91.6,underway,FERRY QUEEN,IN
419000037,2024-01-15T09:47:58,21.9231,86.13497,11.4,156.1,cargo,157.6,underway,BAY EXPRESS,BD
419000049,2024-01-15T09:48:09,21.52451,84.7678,11.9,197.8,cargo,197.9,underway,CORAL TRADER,MY
419000042,2024-01-15T09:49:46,15.00323,80.28848,9.4,119.5,tanker,122.3,underway,OCEAN CARRIER I,IN
419000040,2024-01-15T09:51:03,13.82194,80.12361,12.4,114.1,cargo,119.3,underway,EASTERN STAR,SG
419000038,2024-01-15T09:51:16,9.86023,80.18615,5.9,111.6,fishing,109.4,underway,ANANDA,IN
4190000410,2024-01-15T09:52:38,5.31902,81.77726,9.7,331.1,tanker,330.9,underway,PETROMAR,LK
419000036,2024-01-15T09:52:44,11.7962,80.22219,9.7,110.9,tanker,110.2,underway,DELTA TIDE,IN
419000041,2024-01-15T09:55:09,21.82127,88.24649,10.1,146.1,tanker,144.4,underway,GULF WAVE,MY
419000043,2024-01-15T10:00:41,22.23193,95.99702,12.5,169.3,cargo,172.1,underway,SEAWIND,PH
4190000411,2024-01-15T10:01:33,11.81144,99.84908,6.1,235.0,fishing,235.6,underway,NILUFAR,BD
419000039,2024-01-15T10:02:38,4.969,87.08191,9.7,55.2,tanker,55.9,underway,INDIAN STAR,IN
419000048,2024-01-15T10:02:40,8.74039,80.10202,5.4,136.3,fishing,136.9,underway,SAGARA,IN
4190000412,2024-01-15T10:02:57,16.90366,81.03299,15.9,88.9,passenger,90.4,underway,FERRY QUEEN,IN
419000049,2024-01-15T10:03:22,21.39406,84.69788,12.0,201.7,cargo,204.9,underway,CORAL TRADER,MY
419000037,2024-01-15T10:03:34,21.92919,86.12454,11.7,156.8,cargo,158.2,underway,BAY EXPRESS,BD
419000042,2024-01-15T10:06:25,14.8075,80.33731,10.1,119.9,tanker,122.1,underway,OCEAN CARRIER I,IN
419000038,2024-01-15T10:06:41,9.78746,80.22568,6.3,108.6,fishing,107.4,underway,ANANDA,IN
419000040,2024-01-15T10:06:55,13.77516,80.18646,11.5,110.2,cargo,109.8,underway,EASTERN STAR,SG
4190000410,2024-01-15T10:08:09,5.43316,81.76953,10.2,332.7,tanker,330.3,underway,PETROMAR,LK
419000036,2024-01-15T10:08:36,11.83674,80.26591,9.8,111.7,tanker,110.9,underway,DELTA TIDE,IN
419000041,2024-01-15T10:11:05,21.77663,88.27702,9.5,145.4,tanker,141.6,underway,GULF WAVE,MY
419000043,2024-01-15T10:16:01,22.05306,96.00085,12.2,169.9,cargo,168.8,underway,SEAWIND,PH
4190000411,2024-01-15T10:16:39,11.69616,99.89699,5.6,233.3,fishing,229.8,underway,NILUFAR,BD
419000048,2024-01-15T10:17:50,8.69491,80.13675,6.3,134.1,fishing,130.7,underway,SAGARA,IN
4190000412,2024-01-15T10:18:08,16.93321,80.8564,15.7,90.8,passenger,91.7,underway,FERRY QUEEN,IN
419000039,2024-01-15T10:18:18,4.84407,87.19776,9.5,57.9,tanker,57.2,underway,INDIAN STAR,IN
419000049,2024-01-15T10:18:34,21.30552,84.56879,12.4,201.3,cargo,200.5,underway,CORAL TRADER,MY
419000037,2024-01-15T10:19:09,21.88839,86.07578,12.0,155.1,cargo,155.6,underway,BAY EXPRESS,BD
419000038,2024-01-15T10:22:06,9.90012,80.18402,6.3,115.1,fishing,113.9,underway,ANANDA,IN
419000040,2024-01-15T10:22:46,13.79236,80.21923,11.4,113.5,cargo,112.6,underway,EASTERN STAR,SG
419000042,2024-01-15T10:23:03,14.90544,80.51576,10.2,119.3,tanker,117.6,underway,OCEAN CARRIER I,IN
4190000410,2024-01-15T10:23:40,5.41679,81.58171,9.7,336.0,tanker,334.8,underway,PETROMAR,LK
419000036,2024-01-15T10:24:28,11.76792,80.27312,10.5,111.3,tanker,107.8,underway,DELTA TIDE,IN
419000041,2024-01-15T10:27:00,21.72976,88.30563,9.5,147.1,tanker,148.3,underway,GULF WAVE,MY
419000043,2024-01-15T10:31:22,21.95417,96.14564,11.4,171.9,cargo,176.7,underway,SEAWIND,PH
4190000411,2024-01-15T10:31:45,11.63002,99.81497,5.8,235.1,fishing,236.3,underway,NILUFAR,BD
419000048,2024-01-15T10:33:00,8.7481,80.01195,6.2,136.3,fishing,135.8,underway,SAGARA,IN
4190000412,2024-01-15T10:33:19,16.90811,81.01836,16.1,90.5,passenger,90.3,underway,FERRY QUEEN,IN
419000049,2024-01-15T10:33:47,21.27185,84.70345,12.0,199.0,cargo,191.8,underway,CORAL TRADER,MY
419000039,2024-01-15T10:33:58,5.04853,87.08448,10.5,56.5,tanker,58.3,underway,INDIAN STAR,IN
419000037,2024-01-15T10:34:45,21.7378,86.15537,12.7,158.9,cargo,155.7,underway,BAY EXPRESS,BD
419000038,2024-01-15T10:37:32,9.72834,80.3117,5.8,110.0,fishing,113.6,underway,ANANDA,IN
419000040,2024-01-15T10:38:38,13.84656,80.33303,11.5,113.9,cargo,112.1,underway,EASTERN STAR,SG
4190000410,2024-01-15T10:39:10,5.50392,81.55085,10.0,331.5,tanker,334.7,underway,PETROMAR,LK
419000042,2024-01-15T10:39:42,14.79716,80.47478,9.8,120.4,tanker,122.6,underway,OCEAN CARRIER I,IN
419000036,2024-01-15T10:40:19,11.78891,80.26163,9.4,110.3,tanker,104.7,underway,DELTA TIDE,IN
419000041,2024-01-15T10:42:56,21.67314,88.35088,10.4,145.8,tanker,146.6,underway,GULF WAVE,MY
419000043,2024-01-15T10:46:43,21.90919,96.03282,12.2,169.8,cargo,172.4,underway,SEAWIND,PH
4190000411,2024-01-15T10:46:51,11.71952,99.8507,5.9,233.9,fishing,235.8,underway,NILUFAR,BD
419000048,2024-01-15T10:48:10,8.70963,80.16839,5.9,134.9,fishing,134.4,underway,SAGARA,IN
4190000412,2024-01-15T10:48:30,16.97039,81.12098,16.4,92.6,passenger,94.8,underway,FERRY QUEEN,IN
419000049,2024-01-15T10:49:00,21.25612,84.67435,11.2,201.6,cargo,203.8,underway,CORAL TRADER,MY
419000039,2024-01-15T10:49:38,4.96622,87.19618,9.9,54.6,tanker,57.6,underway,INDIAN STAR,IN
419000037,2024-01-15T10:50:21,21.73367,86.20171,12.3,151.0,cargo,155.5,underway,BAY EXPRESS,BD
419000038,2024-01-15T10:52:57,9.77216,80.21442,5.6,112.0,fishing,112.2,underway,ANANDA,IN
419000040,2024-01-15T10:54:30,13.86278,80.34822,11.8,112.3,cargo,107.8,underway,EASTERN STAR,SG
4190000410,2024-01-15T10:54:41,5.53016,81.69013,9.5,329.7,tanker,329.1,underway,PETROMAR,LK
419000036,2024-01-15T10:56:11,11.77184,80.29341,10.7,113.7,tanker,110.7,underway,DELTA TIDE,IN
419000042,2024-01-15T10:56:21,14.78012,80.4412,9.3,118.4,tanker,116.6,underway,OCEAN CARRIER I,IN
419000041,2024-01-15T10:58:51,21.57927,88.42819,9.9,147.4,tanker,146.6,underway,GULF WAVE,MY
4190000411,2024-01-15T11:01:57,11.79879,99.75598,6.4,230.5,fishing,226.2,underway,NILUFAR,BD
419000043,2024-01-15T11:02:03,21.84229,96.17657,12.0,167.3,cargo,165.0,underway,SEAWIND,PH
419000048,2024-01-15T11:03:20,8.77649,80.18038,5.8,137.8,fishing,133.1,underway,SAGARA,IN
4190000412,2024-01-15T11:03:41,16.92472,81.20865,16.7,94.2,passenger,92.0,underway,FERRY QUEEN,IN
419000049,2024-01-15T11:04:12,21.1778,84.67477,12.4,201.2,cargo,202.7,underway,CORAL TRADER,MY
419000039,2024-01-15T11:05:17,5.01622,87.28279,10.2,52.5,tanker,52.4,underway,INDIAN STAR,IN
419000037,2024-01-15T11:05:56,21.78049,86.23919,12.2,158.1,cargo,156.2,underway,BAY EXPRESS,BD
419000038,2024-01-15T11:08:22,9.74518,80.28356,5.4,112.5,fishing,112.5,underway,ANANDA,IN
4190000410,2024-01-15T11:10:11,5.57029,81.53939,8.8,334.1,tanker,330.7,underway,PETROMAR,LK
419000040,2024-01-15T11:10:22,13.82647,80.52716,11.3,112.6,cargo,112.2,underway,EASTERN STAR,SG
419000036,2024-01-15T11:12:03,11.69255,80.35131,9.5,112.8,tanker,116.1,underway,DELTA TIDE,IN
419000042,2024-01-15T11:13:00,14.82495,80.57161,10.0,121.0,tanker,121.5,underway,OCEAN CARRIER I,IN
419000042,2024-01-15T11:13:00,14.86508,80.5536,10.1,101.6,tanker,104.3,underway,OCEAN CARRIER I,IN
419000041,2024-01-15T11:14:46,21.56535,88.34893,9.9,145.4,tanker,141.6,underway,GULF WAVE,MY
4190000411,2024-01-15T11:17:02,11.67007,99.88494,5.8,230.9,fishing,230.2,underway,NILUFAR,BD
419000043,2024-01-15T11:17:24,21.82616,96.16003,11.5,169.0,cargo,169.9,underway,SEAWIND,PH
419000048,2024-01-15T11:18:30,8.64578,80.17863,5.9,135.5,fishing,134.0,underway,SAGARA,IN
4190000412,2024-01-15T11:18:52,16.93844,81.25242,16.1,90.3,passenger,89.5,underway,FERRY QUEEN,IN
419000049,2024-01-15T11:19:25,21.24947,84.69751,12.0,203.4,cargo,197.9,underway,CORAL TRADER,MY
419000039,2024-01-15T11:20:57,5.02757,87.26524,10.5,54.4,tanker,49.0,underway,INDIAN STAR,IN
419000037,2024-01-15T11:21:32,21.68951,86.22718,11.6,156.7,cargo,155.3,underway,BAY EXPRESS,BD
419000038,2024-01-15T11:23:47,9.83741,80.2974,6.3,111.1,fishing,110.9,underway,ANANDA,IN
4190000410,2024-01-15T11:25:42,5.60428,81.6576,9.5,330.3,tanker,328.6,underway,PETROMAR,LK
419000040,2024-01-15T11:26:14,13.69351,80.52305,12.5,112.6,cargo,118.8,underway,EASTERN STAR,SG
419000036,2024-01-15T11:27:54,11.72209,80.37897,9.2,110.0,tanker,110.2,underway,DELTA TIDE,IN
419000042,2024-01-15T11:28:29,14.81252,80.61672,10.0,107.5,tanker,106.4,underway,OCEAN CARRIER I,IN
419000041,2024-01-15T11:30:42,21.64874,88.50891,9.2,142.1,tanker,137.5,underway,GULF WAVE,MY
4190000411,2024-01-15T11:32:08,11.59547,99.90999,5.8,233.8,fishing,234.5,underway,NILUFAR,BD
419000043,2024-01-15T11:32:45,21.96698,96.08877,11.6,171.1,cargo,175.4,underway,SEAWIND,PH
419000048,2024-01-15T11:33:40,8.59735,80.22862,6.5,132.6,fishing,132.9,underway,SAGARA,IN
4190000412,2024-01-15T11:34:03,16.94237,81.35596,15.9,91.5,passenger,93.7,underway,FERRY QUEEN,IN
419000049,2024-01-15T11:34:38,21.28669,84.56615,11.7,202.7,cargo,198.2,underway,CORAL TRADER,MY
419000039,2024-01-15T11:36:37,5.00087,87.45994,10.0,58.0,tanker,54.8,underway,INDIAN STAR,IN
419000037,2024-01-15T11:37:08,21.58014,86.2309,12.0,155.0,cargo,154.0,underway,BAY EXPRESS,BD
419000038,2024-01-15T11:39:12,9.88858,80.25501,5.7,112.1,fishing,110.1,underway,ANANDA,IN
4190000410,2024-01-15T11:41:13,5.64163,81.63681,9.7,334.7,tanker,334.8,underway,PETROMAR,LK
419000040,2024-01-15T11:42:06,13.7103,80.48549,12.1,111.6,cargo,115.9,underway,EASTERN STAR,SG
419000036,2024-01-15T11:43:46,11.7162,80.47341,9.4,114.7,tanker,113.2,underway,DELTA TIDE,IN
